Dar_IdDarwinCore,N Lote,Nombre Archivo Completo,Dar_ReinoOrganismo,Dar_DivisionOrganismo,Dar_ClaseOrganismo (Class),Dar_OrdenOrganismo,Dar_FamiliaOrganismo,Dar_GeneroOrganismo,Dar_NombreCientifico,Dar_EspecieOrganismo,Dar_AutorNombreCientifico ,Dar_IdentificadoPor,Fech. Compl. Ident,Dar_AnoIdentificacion (YearIdentified),Dar_MesIdentificacion (MonthIdentified),Dar_DiaIdentificacion (DayIdentified),Dar_CodigoInstitucion,Dar_CodigoColeccion,Dar_NumeroCatalogo,Dar_SexoOrganismo,longitud (cm) ,N,Dar_Colector,Fech.Completa,Dar_AnoColectado,Dar_MesColectado,Dar_DiaColectado,Dar_ContinenteOceano,Dar_Pais,Región,Provincia ,Distrito,Dar_Localidad,Dar_NombreComunOrganismo,Habitat,Uso,Latitud ,Longitud,Cuenca,Arte de Pesca,
291,CIIAP 291,CIIAP 291.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,Bunocephalus ,Bunocephalus coracoideus,caracoideus,(Cope 1874),Morgan Ruiz Tafur ,30/9/2021,2021,9,30,IIAP,CIIAP,CIIAP 291,I,LE: 7.9,2,Genoveba Freitas,11/6/2002,2002,6,11,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,sapo cunchi,,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
294,CIIAP 294,CIIAP 294.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Aspredinidae,Bunocephalus ,Bunocephalus coracoideus,caracoideus,(Cope 1874),Homero Sánchez Riveiro,13/10/2002,2002,10,13,IIAP,CIIAP,CIIAP 294,I,LE: 5.4,6,Homero Sánchez Riveiro,23/8/2002,2002,8,23,América del Sur,Perú,Loreto,Loreto,Nauta,Cocha mauca (río yanayacu-pucate),sapo cunchi,,O, -4.639945°,-73.656390°,Río Yanayacu,Red alevinera ,
301,CIIAP 301,CIIAP 301.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras leucomelas ,leucomelas,Eigenmann & Allen 1942,Homero Sánchez Riveiro,19/8/2012,2012,8,19,IIAP,CIIAP,CIIAP 301,I,LE: 2.9,46,Genoveba Freitas,12/6/2002,2002,6,12,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,"shiruy,coridora",Isla,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
302,CIIAP 302,CIIAP 302.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras splendens ,splendens,(Castelnau 1855),Homero Sánchez Riveiro,18/8/2002,2002,8,18,IIAP,CIIAP,CIIAP 302,I,LE: 3.7,5,Genoveba Freitas,11/6/2002,2002,6,11,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,"shiruy,coridora",Isla,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
303,CIIAP 303,CIIAP 303.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Corydoras multiradiatus ,multiradiatus,(Orcés V. 1960).,Morgan Ruiz Tafur ,5/10/2021,2021,10,5,IIAP,CIIAP,CIIAP 303,I,LE: 6.2,1,Genoveba Freitas,11/6/2002,2002,6,11,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,"shiruy,coridora",Cocha,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
313,CIIAP 313,CIIAP 313.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Farlowella,Farlowella amazonum ,amazonum ,(Günther 1864),Homero Sánchez Riveiro,18/8/2002,2002,8,18,IIAP,CIIAP,CIIAP 313,I,LE: 15.7,32,Genoveba Freitas,11/6/2002,2002,6,11,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,shitari,,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
317,CIIAP 317,CIIAP 317.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Farlowella,Farlowella amazonum ,amazonum ,(Günther 1864),Homero Sánchez Riveiro,10/03//2004,2004,3,10,IIAP,CIIAP,CIIAP 317,I,LE: 16.3,3,Bruno Vasquez,27/9/2003,2003,9,27,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,shitari,,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
323,CIIAP 323,CIIAP 323.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,Rineloricaria cf. wolfei,cf. wolfei,Fowler 1940,Morgan Ruiz Tafur ,14/2/2003,2003,2,14,IIAP,CIIAP,CIIAP 323,I,LE: 10.4,86,Genoveba Freitas,11/6/2002,2002,6,11,América del Sur,Perú,Loreto,Loreto,Nauta,Huarmi isla ,shitari,,O, -4.644167°,-73.785833°,Río Yanayacu,Red alevinera ,
325,CIIAP 325,CIIAP 325.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypostomus,Hypostomus sp. 1 ,sp. 1,,Homero Sánchez Riveiro,23/3/1987,1987,3,23,IIAP,CIIAP,CIIAP 325,I,LE:10.88,3,Victor Montreuil & Salvador Tello,4/5/1986,1986,5,4,América del Sur,Perú,Loreto,Loreto,Nauta,San Pablo Tipishca(Rio Marañon),"caracha,a ",,"C,O", -4.544108°,-73.600086°,Río Marañon ,"Red trampa de 2""",
10,CIIAP 10,CIIAP 10.jpg,Animalia ,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,Osteoglossum bicirrhosum,bicirrhosum,(Cuvier 1829),Homero Sánchez Riveiro,11/9/1986,1986,9,11,IIAP,CIIAP,CIIAP 10,I,LE: 16.4,1,Victor Montreuil & Salvador Tello,27/8/1986,1986,8,27,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,arahuana,Cocha,"O, C", -4.938572°,-74.362803°,Río Samiria,"Red trampa de 2""",
12,CIIAP 12,CIIAP 12.jpg,Animalia ,Chordata,Actinopterygii,Osteoglossiformes,Arapaimidae,Arapaima,Arapaima gigas,gigas,(Schinz 1822),Homero Sánchez Riveiro,30/1/1981,1981,1,30,IIAP,CIIAP,CIIAP 12,I,LE: 13.6,2,Alejandro Lufantas,15/1/1981,1981,1,15,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,paiche,Cocha,"O, C", -4.938572°,-74.362803°,Río Samiria ,Red alevinera ,
13,CIIAP 13,CIIAP 13.jpg,Animalia ,Chordata,Actinopterygii,Osteoglossiformes,Arapaimidae,Arapaima,Arapaima gigas,gigas,(Schinz 1822),Homero Sánchez Riveiro,30/4/2003,2003,4,30,IIAP,CIIAP,CIIAP 13,I,LE: 10.7,4,Homero Sánchez Riveiro,15/4/2003,2003,4,15,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,paiche ,Cocha,"O, C", -4.938572°,-74.362803°,Río Samiria ,Red alevinera ,
25,CIIAP 25,CIIAP 25.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Hemiodontidae,Anodus,Anodus elongatus,elongatus,Agassiz 1829,Homero Sánchez Riveiro,13/8/1989,1989,8,13,IIAP,CIIAP,CIIAP 25,I,LE: 11.0,5,Victor Montreuil & Salvador Tello,18/5/1987,1987,5,18,América del Sur,Perú,Loreto,Loreto,Parinari,,yulilla,Cocha Huiuri,C, -4.671957°,-74.304495°,Río Samiria,Rotenona,
55,CIIAP 55,CIIAP 55.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimatella,Curimatella meyeri,meyeri,(Steindachner 1882),Homero Sánchez Riveiro,25/8/1993,1993,8,25,IIAP,CIIAP,CIIAP 55,I,LE: 12.2,3,Victor Montreuil,15/8/1993,1993,8,15,América del Sur,Perú,Loreto,Loreto,Parinari,,chio chio,Caño ingles ,C, -4.743560°,-74.336856°,Río Samiria,"Red trampa de 3""",
173,CIIAP 173,CIIAP 173.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Pygocentrus ,Pygocentrus nattereri,nattereri,Kner 1858,Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 173,I,LE: 9.5 ,3,Victor Montreuil & Salvador Tello,27/8/1986,1986,8,27,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,paña roja ,Cocha,"C,O", -4.938572°,-74.362803°,Río Samiria,"Red trampa de 2""",
179,CIIAP 179,CIIAP 179.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Pygocentrus ,Pygocentrus nattereri,nattereri,Kner 1858,Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 179,I,LE: 14.49,2,Homero Sánchez Riveiro,28/8/1986,1986,8,28,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,paña roja ,Cocha,"C,O", -4.938572°,-74.362803°,Río Samiria,"Red trampa de 2""",
180,CIIAP 180,CIIAP 180.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Myloplus,Myloplus rubripinnis,rubripinnis,(Müller & Troschel 1844),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 180,I,LE: 8.92,3,Victor Montreuil & Salvador Tello,28/8/1986,1986,8,28,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,curuhuara gancho rojo,Cocha,"C,O", -4.938572°,-74.362803°,Río Samiria,"Red trampa de 2""",
181,CIIAP 181,CIIAP 181.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Piaractus ,Piaractus brachypomus,brachypomus,(Cuvier 1818),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 181,I,LE: 11.26,1,Victor Montreuil & Salvador Tello,14/11/1984,1984,11,14,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,paco,Cocha,C, -4.938572°,-74.362803°,Río Samiria,"Red trampa de 2""",
258,CIIAP 258,CIIAP 258.jpg,Animalia ,Chordata,Actinopterygii,Siluriformes,Pimelodidae ,Callophysus ,Callophysus macropterus ,macropterus,(Lichtenstein 1819),Homero Sánchez Riveiro,20/3/2014,2014,3,20,IIAP,CIIAP,CIIAP 258,I,LE: 13.1,1,Victor Montreuil & Salvador Tello,5/11/1987,1987,11,5,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,mota,Cocha,"C,O", -4.938572°,-74.362803°,Río Samiria ,Atarraya,
265,CIIAP 265,CIIAP 265.jpg,Animalia ,Chordata,Actinopterygii,Siluriformes,Pimelodidae ,Hemisorubim,Hemisorubim platyrhynchos ,platyrhynchos,(Valenciennes 1840),Homero Sánchez Riveiro,23/3/1987,1987,3,23,IIAP,CIIAP,CIIAP 265,I,LE: 18.3,1,Victor Montreuil & Salvador Tello,28/8/1986,1986,8,28,América del Sur,Perú,Loreto,Loreto,Parinari,Atún cocha,toa,cocha ,"C,O", -4.938572°,-74.362803°,Río Samiria ,"Red trampa de 3""",
297,CIIAP 297,CIIAP 297.jpg,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Megalechis,Megalechis thoracata ,thoracata,(Valenciennes 1840),Morgan Ruiz Tafur ,1/10/2021,2021,10,1,IIAP,CIIAP,CIIAP 297,I,LE: 12.9,2,Victor Montreuil & Salvador Tello,23/3/1985,1985,3,23,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,shiruy,Cocha,O, -4.938572°,-74.362803°,Río Samiria ,Red alevinera ,
368,CIIAP 368,CIIAP 368.jpg,Animalia,Chordata,Actinopterygii,Synbranchiformes ,Synbranchidae,Synbranchus ,Synbranchus marmoratus,marmoratus,Bloch 1795,Morgan Ruiz Tafur ,16/11/2021,2021,11,16,IIAP,CIIAP,CIIAP 368,I,LE: 31.1,1,Homero Sánchez Riveiro,5/12/2012,2012,12,5,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,atinga ,Cocha,O, -4.938572°,-74.362803°,Río Samiria,Red alevinera ,
370,CIIAP 370,CIIAP 370.jpg,Animalia,Chordata,Actinopterygii,Synbranchiformes ,Synbranchidae,Synbranchus ,Synbranchus marmoratus,marmoratus,Bloch 1795,Morgan Ruiz Tafur ,16/11/2021,2021,11,16,IIAP,CIIAP,CIIAP 370,I,LT: 22.4,1,Homero Sánchez Riveiro,5/12/2012,2012,12,5,América del Sur,Perú,Loreto,Loreto,Parinari,Atún Cocha,atinga ,Cocha,O, -4.938572°,-74.362803°,Río Samiria,Red alevinera ,
376,CIIAP 376,CIIAP 376.jpg,Animalia,Chordata,Actinopterygii,Carangiformes ,Achiridae,Apionichthys,Apionichthys cf. nattereri,cf. nattereri,(Steindachner 1876),Homero Sánchez Riveiro,5/4/1980,1980,4,5,IIAP,CIIAP,CIIAP 376,I,LE: 16.3,1,Homero Sánchez Riveiro,29/11/1978,1987,11,29,América del Sur,Perú,Loreto,Loreto,Parinari,río Samiria ,panga raya,,O, -4.743560°,-74.336856°,Río Samiria ,Red alevinera ,
2,CIIAP 2,CIIAP 2.jpg,Animalia ,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon motoro,motoro,(Muller & Henle 1841),Homero Sánchez Riveiro,30/1/2003,2003,1,30,IIAP,CIIAP,CIIAP 2,H,LD: 25 ,1,Jazmín Ruíz,15/1/2003,2003,1,15,América del Sur,Perú,Loreto,Loreto,Tigre,comunidad 28 de julio,raya motoro,Rojas Cocha,O, -3.312697°,-74.981193°,"Río Marañon, sub cuenca Pucacuro","Red trampa de 3""",
7,CIIAP 7,CIIAP 7.jpg,Animalia ,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon motoro,motoro,(Muller & Henle 1841),Homero Sánchez Riveiro,30/8/2007,2007,8,30,IIAP,CIIAP,CIIAP 7,H,LD:19.7,1,Homero Sánchez Riveiro,15/8/2007,2007,8,15,América del Sur,Perú,Loreto,Loreto,Tigre,Tipishca Virote,raya motoro,Cocha,O, -3.566806°,-74.691147°,"Río Marañon, sub cuenca río tigre","Red trampa de 3""",
11,CIIAP 11,CIIAP 11.jpg,Animalia ,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,Osteoglossum bicirrhosum,bicirrhosum,(Cuvier 1829),Homero Sánchez Riveiro,27/1/2003,2003,1,27,IIAP,CIIAP,CIIAP 11,I,LT: 37.2,1,Jazmín Ruíz,12/1/2003,2003,1,12,América del Sur,Perú,Loreto,Loreto,Tigre,comunidad 28 de julio,arahuana,Tres cocha,"O, C", -3.236027°,-75.015135°,Río Pucacuro,"Red trampa de 3""",
17,CIIAP 17,CIIAP 17.jpg,Animalia ,Chordata,Actinopterygii,Clupeiformes,Pristigasteridae,Pellona,Pellona flavipinnis,flavipinnis,(Valenciennes 1836),Homero Sánchez Riveiro,23/5/2003,2003,5,23,IIAP,CIIAP,CIIAP 17,I,LE: 15.2,5,Jazmín Ruíz,8/5/2003,2003,5,8,América del Sur,Perú,Loreto,Loreto,Tigre,Despensa,"pez Chino, asnañahui",Cocha,"O, C", -3.312697°,-74.981193°,"Rio Marañon, sub cuenca rio Pucacuro","Red trampa de 2""",
18,CIIAP 18,CIIAP 18.jpg,Animalia ,Chordata,Actinopterygii,Clupeiformes,Pristigasteridae,Pellona,Pellona flavipinnis,flavipinnis,(Valenciennes 1836),Homero Sánchez Riveiro,28/3/2004,2004,3,28,IIAP,CIIAP,CIIAP 18,I,LE: 16.4,1,Jazmín Ruíz,13/3/2004,2004,13,3,América del Sur,Perú,Loreto,Loreto,Tigre,cocha desesperado,"pez Chino, asnañahui",Cocha,C, -3.312697°,-74.981193°,Río Pucacuro,"Red trampa de 2""",
23,CIIAP 23,CIIAP 23.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Hemiodontidae,Hemiodus,Hemiodus microlepis,microlepis,Kner 1858,Homero Sánchez Riveiro,10/11/2004,2004,11,10,IIAP,CIIAP,CIIAP 23,I,LE: 23.2,1,Jazmín Ruíz,15/1/2003,2003,1,15,América del Sur,Perú,Loreto,Loreto,Tigre,,yulilla,Rojas Cocha,C, -3.312697°,-74.981193°,Río Pucacuro,"Red trampa de 2.5""",
29,CIIAP 29,CIIAP 29.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina guentheri,guentheri,(Eigenmann & Eigenmann 1889),Homero Sánchez Riveiro,20/7/2007,2007,7,20,IIAP,CIIAP,CIIAP 29,I,LE: 5.0,3,Homero Sánchez Riveiro,18/7/2007,2007,7,18,América del Sur,Perú,Loreto,Loreto,Tigre,Comunidad 28 de Julio,chio chio,orilla ,O, -3.283941°,-74.990007°,Río Pucacuro,Red alevinera ,
30,CIIAP 30,CIIAP 30.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimata,Curimata vittata,vittata,"(Kner, 1858)",Homero Sánchez Riveiro,25/10/2011,2011,10,25,IIAP,CIIAP,CIIAP 30,I,LE: 17.7,1,Homero Sánchez Riveiro,19/7/2007,2007,7,18,América del Sur,Perú,Loreto,Loreto,Tigre,Comunidad 28 de Julio,"ractacara pintada, ractafogon ",orilla ,O, -3.283941°,-74.990007°,Río Pucacuro,"Red trampa de 2.5""",
40,CIIAP 40,CIIAP 40.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimata,Curimata cisandina,cisandina,(Allen 1942),Homero Sánchez Riveiro,29/1/2003,2003,1,29,IIAP,CIIAP,CIIAP 40,I,LE: 13.0,1,Jazmín Ruíz,16/6/2003,2003,6,16,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,Tres cochas,C, -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2.5""",
41,CIIAP 41,CIIAP 41.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Cyphocharax,Cyphocharax festivus,festivus,Vari 1992,Homero Sánchez Riveiro,21/9/1987,1987,9,21,IIAP,CIIAP,CIIAP 41,I,LE: 13.7,1,Homero Sánchez Riveiro,17/7/1987,1987,7,17,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,Tres cochas,C, -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2.5""",
47,CIIAP 47,CIIAP 47.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Psectrogaster,Psectrogaster essequibensis,essequibensis,(Günther 1864),Homero Sánchez Riveiro,15/8/2007,2007,8,15,IIAP,CIIAP,CIIAP 47,I,LE: 14.4,1,Homero Sánchez Riveiro,7/8/2007,2007,8,7,América del Sur,Perú,Loreto,Loreto,Tigre,,ractacara,playa uvilla,C, -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 3""",
48,CIIAP 48,CIIAP 48.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Psectrogaster,Psectrogaster amazonica,amazonica,Eigenmann & Eigenmann 1889,Homero Sánchez Riveiro,20/8/2007,2007,8,20,IIAP,CIIAP,CIIAP 48,I,LE: 13.6,2,Homero Sánchez Riveiro,14/8/2007,2007,8,14,América del Sur,Perú,Loreto,Loreto,Tigre,,ractacara común,Cocha virote,C, -3.548199°,-74.678233°,Río Tigre,"Red trampa de 3""",
57,CIIAP 57,CIIAP 57.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Potamorhina ,Potamorhina latior,latior,(Spix & Agassiz 1829),Homero Sánchez Riveiro,18/8/2007,2007,8,18,IIAP,CIIAP,CIIAP 57,I,LE:  25.6,1,Homero Sánchez Riveiro,12/8/2007,2007,8,12,América del Sur,Perú,Loreto,Loreto,Tigre,,yahuarachi,Tipishca,C, -3.504490°,-74.739382°,Río Tigre,"Red trampa de 3""",
70,CIIAP 70,CIIAP 70.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina planiventris,planiventris,Vari &Vari 1989,Homero Sánchez Riveiro,10/8/2007,2007,8,10,IIAP,CIIAP,CIIAP 70,I,LE: 9.9,6,Homero Sánchez Riveiro,7/8/2007,2007,8,7,América del Sur,Perú,Loreto,Loreto,Tigre,28 de julio,chio chio,orilla de playa común,C, -3.283941°,-74.990007°,Río Pucacuro,"Red trampa de 2""",
76,CIIAP 76,CIIAP 76.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina bimaculata,bimaculata,(Steindachner 1876),Homero Sánchez Riveiro,10/8/2007,2007,8,10,IIAP,CIIAP,CIIAP 76,I,LE: 12.3,1,Homero Sánchez Riveiro,7/8/2007,2007,8,7,América del Sur,Perú,Loreto,Loreto,Tigre,comunidad 28 de julio,chio chio,playa uvilla,C, -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2""",
81,CIIAP 81,CIIAP 81.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,curimata,Curimata cisandina,cisandina,(Allen 1942),Homero Sánchez Riveiro,23/8/2003,2003,8,23,IIAP,CIIAP,CIIAP 81,I,LE: 20.2,1,Jazmín Ruíz,23/7/2003,2003,7,23,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,rojas cocha,C, -3.312697°,-74.981193°,Río Pucacuro,"Red trampa de 2""",
85,CIIAP 85,CIIAP 85.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Curimatella,Curimatella meyeri,meyeri,(Steindachner 1882),Homero Sánchez Riveiro,20/7/2003,2003,7,20,IIAP,CIIAP,CIIAP 85,I,LE: 15.5,3,Jazmín Ruíz,19/7/2003,2003,7,19,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,tres cochas,C, -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2""",
86,CIIAP 86,CIIAP 86.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina quasimodoi,quasimodoi,Vari & Vari 1989,Homero Sánchez Riveiro,20/7/2003,2003,7,20,IIAP,CIIAP,CIIAP 86,I,LE: 11.2,4,Homero Sánchez Riveiro,7/8/2007,2007,8,7,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,orilla de playa 28 de julio,C, -3.283941°,-74.990007°,Río Pucacuro,"Red trampa de 2""",
88,CIIAP 88,CIIAP 88.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina planiventris,planiventris,Vari & Vari 1989,Homero Sánchez Riveiro,15/8/2007,2007,8,15,IIAP,CIIAP,CIIAP 88,I,LE: 9.9,3,Homero Sánchez Riveiro,7/8/2007,2007,8,7,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,orilla 28 de julio,C, -3.283941°,-74.990007°,Río Pucacuro,"Red trampa de 3""",
89,CIIAP 89,CIIAP 89.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Steindachnerina,Steindachnerina planiventris,planiventris,Vari & Vari 1989,Homero Sánchez Riveiro,20/8/2007,2007,8,20,IIAP,CIIAP,CIIAP 89,I,LE: 7.5,2,Homero Sánchez Riveiro,7/8/2007,2007,8,7,América del Sur,Perú,Loreto,Loreto,Tigre,,chio chio,orilla de playa 28 de julio,C, -3.283941°,-74.990007°,Río Pucacuro,Red alevinera ,
99,CIIAP 99,CIIAP 99.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Curimatidae,Cyphocharax,Cyphocharax pantostictos,pantostictos,Vari & Barriga Salazar 1990,Homero Sánchez Riveiro,29/11/2004,2004,11,29,IIAP,CIIAP,CIIAP 99,I,LE: 14.9,2,Jazmín Ruíz,17/7/2003,2003,7,17,América del Sur,Perú,Loreto,Loreto,Tigre,Tres Cochas ,chio chio,Río Pucacuro ,C, -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2""",
134,CIIAP 134,CIIAP 134.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Erythrinidae,Erythrinus ,Erythrinus erythrinus,erythrinus,(Bloch & Schneider 1801),Morgan Ruiz Tafur ,2/8/2021,2021,8,2,IIAP,CIIAP,CIIAP 134,I,LE: 17.5,1,Jazmín Ruíz,3/5/2003,2003,5,3,América del Sur,Perú,Loreto,Loreto,Tigre,Rojas cocha,shuyo,Río Pucacuro,"C,O", -3.209347°,-75.029640°,Río Pucacuro,"Red trampa de 2""",
137,CIIAP 137,CIIAP 137.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Erythrinidae,Hoplias ,Hoplias malabaricus,malabaricus,(Bloch 1794),Morgan Ruiz Tafur ,2/8/2021,2021,8,2,IIAP,CIIAP,CIIAP 137,I,LE: 8.7,1,Jazmín Ruíz,15/1/2003,2003,1,15,América del Sur,Perú,Loreto,Loreto,Tigre,Rojas cocha,fasaco,Río Pucacuro,C, -3.209347°,-75.029640°,Río Pucacuro,"Red trampa de 2""",
158,CIIAP 158,CIIAP 158.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Cynodontidae,Hydrolycus ,Hydrolycus scomberoides,scomberoides,(Cuvier 1816),Homero Sánchez Riveiro,25/11/2014,2014,11,25,IIAP,CIIAP,CIIAP 158,I,LE: 21.61,2,Jazmín Ruíz,16/8/2003,2003,8,16,América del Sur,Perú,Loreto,Loreto,Tigre,Tres Cochas,huapeta,Río Pucacuro,"C,O", -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2""",
166,CIIAP 166,CIIAP 166.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Serrasalmus ,Serrasalmus elongatus,elongatus,Kner 1858,Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 166,I,LE: 18.69,3,Jazmín Ruíz,26/4/2003,2003,4,26,América del Sur,Perú,Loreto,Loreto,Tigre,Rojas Cocha,paña larga,Rio Pucacuro,"C,O", -3.209347°,-75.029640°,Río Pucacuro,"Red trampa de 2""",
171,CIIAP 171,CIIAP 171.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Serrasalmus ,Serrasalmus rhombeus,rhombeus,(Linnaeus 1766),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 171,I,LE: 11.33,3,Jazmín Ruíz,26/4/2003,2003,4,26,América del Sur,Perú,Loreto,Loreto,Tigre,Rojas Cocha,paña negra,Río Pucacuro,"C,O", -3.209347°,-75.029640°,Río Pucacuro,"Red trampa de 2""",
172,CIIAP 172,CIIAP 172.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Serrasalmidae,Serrasalmus ,Serrasalmus rhombeus,rhombeus,(Linnaeus 1766),Morgan Ruiz Tafur ,6/9/2021,2021,9,6,IIAP,CIIAP,CIIAP 172,I,LE: 11.71,1,Jazmín Ruíz,15/1/2003,2003,1,15,América del Sur,Perú,Loreto,Loreto,Tigre,Rojas Cocha,paña negra,Río Pucacuro,"C,O", -3.209347°,-75.029640°,Río Pucacuro,"Red trampa de 2""",
236,CIIAP 236,CIIAP 236.jpg,Animalia ,Chordata,Actinopterygii,Characiformes ,Characidae,Chalceus ,Chalceus macrolepidotus,macrolepidotus,Cuvier 1816,Morgan Ruiz Tafur ,27/11/2004,2004,11,27,IIAP,CIIAP,CIIAP 236,I,LE: 18.69,2,Jazmín Ruíz,12/1/2003,2003,1,12,América del Sur,Perú,Loreto,Loreto,Tigre,Tres Cochas,san pedrito,Río Pucacuro,"C,O", -3.288550°,-74.990631°,Río Pucacuro,"Red trampa de 2""",
